"depth","Self","Total","Child","MPI","Overhead","Regions","Function"
"0","79.2%","79.2%","","79.2%","","","MPI_Allreduce"
"0","6.4%","6.4%","","6.4%","","","MPI_Waitany"
"0","6.3%","6.3%","","6.3%","","","MPI_Waitall"
"0","3.5%","3.5%","","3.5%","","","MPI_Isend"
"0","2.4%","2.4%","","2.4%","","","MPI_Irecv"
"0","0.4%","0.4%","","0.4%","","","MPI_Barrier"
"0","0.2%","0.2%","","","","","mfem::PAMassApply(int, int, int, int, mfem::Array<double"
"0","0.1%","0.1%","<0.1%","","","","void mfem::hydrodynamics::QUpdateBody<2>(int, int, int, int, bool, bool, double, double, double, double, double*, double*, double*, double*, double*, double*, double*, double*, double*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double*, double*)"
"0","0.1%","0.1%","","0.1%","","","MPI_Finalize"
"0","0.1%","0.1%","","0.1%","","","MPI_Scan"
"0","0.1%","0.1%","","","","","mfem::ElementRestriction::MultTranspose(mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","<0.1%","","","","","mfem::ElementRestriction::Mult(mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","3.1%","3.0%","3.0%","","","void mfem::GroupCommunicator::BcastBegin<double>(double*, int) const"
"0","<0.1%","<0.1%","","","","","mfem::add(mfem::Vector const&, double, mfem::Vector const&, mfem::Vector&)"
"0","<0.1%","<0.1%","","","","","__kernel_clock_gettime"
"0","<0.1%","3.0%","2.9%","2.9%","","","void mfem::GroupCommunicator::ReduceBegin<double>(double const*) const"
"0","<0.1%","3.1%","3.1%","3.0%","","","mfem::ConformingProlongationOperator::Mult(mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","<0.1%","","","","","mfem::Vector::operator*(mfem::Vector const&) const"
"0","<0.1%","0.5%","0.4%","","","","mfem::PABilinearFormExtension::Mult(mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","6.4%","6.4%","6.4%","","","void mfem::GroupCommunicator::BcastEnd<double>(double*, int) const"
"0","<0.1%","<0.1%","","","","","void mfem::hydrodynamics::ForceMultTranspose2D<2, 3, 4, 2, 1>(int, mfem::Array<double"
"0","<0.1%","97.6%","97.6%","96.6%","","","mfem::CGSolver::Mult(mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","<0.1%","","<0.1%","","","MPI_Reduce"
"0","<0.1%","<0.1%","","","","","mfem::D2QGrad(mfem::FiniteElementSpace const&, mfem::DofToQuad const*, mfem::Vector const&, mfem::Vector&)"
"0","<0.1%","9.6%","9.5%","8.9%","","","mfem::RAPOperator::Mult(mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","<0.1%","","","","","memcpy"
"0","<0.1%","0.3%","0.2%","","","","mfem::hydrodynamics::QUpdate::UpdateQuadratureData(mfem::Vector const&, mfem::hydrodynamics::QuadratureData&)"
"0","<0.1%","<0.1%","<0.1%","","","","mfem::OperatorJacobiSmoother::Mult(mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","<0.1%","","","","","void mfem::GroupCommunicator::Sum<double>(mfem::GroupCommunicator::OpData<double>)"
"0","<0.1%","<0.1%","","","","","mfem::Vector::operator=(double)"
"0","<0.1%","93.1%","93.1%","91.9%","","","mfem::hydrodynamics::LagrangianHydroOperator::SolveVelocity(mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","<0.1%","<0.1%","","","","mfem::QuadratureInterpolator::Derivatives(mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","18.5%","18.5%","17.7%","","","mfem::hydrodynamics::MassPAOperator::Mult(mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","6.3%","6.3%","6.3%","","","void mfem::GroupCommunicator::ReduceEnd<double>(double*, int, void (*)(mfem::GroupCommunicator::OpData<double>)) const"
"0","<0.1%","<0.1%","<0.1%","","","","double const* mfem::GroupCommunicator::ReduceGroupFromBuffer<double>(double const*, double*, int, int, void (*)(mfem::GroupCommunicator::OpData<double>)) const"
"0","<0.1%","<0.1%","","","","","__GI__IO_file_sync"
"0","<0.1%","<0.1%","<0.1%","","","","mfem::hydrodynamics::ForcePAOperator::MultTranspose(mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","3.0%","3.0%","2.9%","","","mfem::ConformingProlongationOperator::MultTranspose(mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","<0.1%","<0.1%","","","","mfem::Vector::operator=(mfem::Vector const&)"
"0","<0.1%","<0.1%","<0.1%","","","","mfem::ParGridFunction::MakeRef(mfem::ParFiniteElementSpace*, mfem::Vector&, int)"
"0","<0.1%","<0.1%","","","","","memmove"
"0","<0.1%","<0.1%","","","","","mfem::ConstrainedOperator::Mult(mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","<0.1%","","<0.1%","","","MPI_Allreduce@plt"
"0","<0.1%","<0.1%","","","","","void mfem::hydrodynamics::ForceMult2D<2, 3, 4, 2, 1>(int, mfem::Array<double"
"0","<0.1%","<0.1%","","","","","mfem::FiniteElementSpace::GetOrder(int) const"
"0","<0.1%","<0.1%","","","","","mfem::L2ElementRestriction::Mult(mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","100.0%","100.0%","98.5%","","","main"
"0","<0.1%","0.2%","0.1%","","","","void mfem::hydrodynamics::QKernel<2, 4>(int, int, bool, bool, double, double, double, double, mfem::ParGridFunction const&, mfem::Array<double"
"0","<0.1%","<0.1%","<0.1%","","","","mfem::StopWatch::Start()"
"0","<0.1%","<0.1%","","","","","mfem::SparseMatrix::AddMult(mfem::Vector const&, mfem::Vector&, double) const"
"0","<0.1%","<0.1%","","","","","mfem::GridFunction::MakeRef(mfem::FiniteElementSpace*, mfem::Vector&, int)"
"0","<0.1%","<0.1%","","","","","mfem::D2QValues(mfem::FiniteElementSpace const&, mfem::DofToQuad const*, mfem::Vector const&, mfem::Vector&)"
"0","<0.1%","98.9%","98.9%","97.5%","","","mfem::RK4Solver::Step(mfem::Vector&, double&, double&)"
"0","<0.1%","5.7%","5.7%","5.6%","","","mfem::hydrodynamics::LagrangianHydroOperator::SolveEnergy(mfem::Vector const&, mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","<0.1%","","","","","mfem::L2ElementRestriction::MultTranspose(mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","0.3%","0.2%","","","","mfem::MassIntegrator::AddMultPA(mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","<0.1%","<0.1%","","","","mfem::StopWatch::Stop()"
"0","<0.1%","<0.1%","","","","","mfem::ScalarFiniteElement::GetTensorDofToQuad(mfem::TensorBasisElement const&, mfem::IntegrationRule const&, mfem::DofToQuad::Mode) const"
"0","<0.1%","<0.1%","<0.1%","","","","mfem::hydrodynamics::ForcePAOperator::Mult(mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","<0.1%","<0.1%","","","","mfem::SparseMatrix::Mult(mfem::Vector const&, mfem::Vector&) const"
"0","<0.1%","<0.1%","<0.1%","","","","clock_gettime"
"0","<0.1%","<0.1%","","<0.1%","","","MPI_Iprobe"
"0","<0.1%","<0.1%","","","","","std::ostream& std::ostream::_M_insert<long>(long)"
"0","<0.1%","<0.1%","","","","","mfem::Vector::Add(double, mfem::Vector const&)"
"0","<0.1%","<0.1%","","<0.1%","","","MPI_Waitany@plt"
"0","<0.1%","<0.1%","","","","","mfem::subtract(mfem::Vector const&, mfem::Vector const&, mfem::Vector&)"
"0","<0.1%","<0.1%","","","","","mfem::ParFiniteElementSpace::GetProlongationMatrix() const"
"0","<0.1%","<0.1%","","","","","frexp"
"0","<0.1%","<0.1%","<0.1%","","","","mfem::FiniteElementSpace::GetFE(int) const"
"0","<0.1%","<0.1%","","","","","libmetis__FM_2WayCutRefine"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","hypre_ParCSRCommPkgCreateApart_core"
"0","<0.1%","<0.1%","","","","","mfem::GridFunction::~GridFunction()"
"0","<0.1%","<0.1%","","","","","mfem::hydrodynamics::MassPAOperator::SetEssentialTrueDofs(mfem::Array<int>&)"
"0","<0.1%","<0.1%","","","","","memcpy@plt"
"0","<0.1%","<0.1%","","","","","memmove@plt"
"0","<0.1%","<0.1%","","<0.1%","","","MPI_Isend@plt"
"0","<0.1%","<0.1%","","","","","mfem::ParGridFunction::~ParGridFunction()"
"0","<0.1%","<0.1%","","","","","frexp@plt"
